time,ref,tau,err,theta_m,dtheta_m,ddtheta_m,tau_s,tau_m
0.111,0,-0.0261995019475813,0.0261995019475813,0.00492305003504527,0.116123682682604,1.00388851444748,-0.0261995019475813,0
0.112,0,-0.0264787117804827,0.0264787117804827,0.00503972875108875,0.117136548805801,1.01286612319723,-0.0264787117804827,0
0.113,0,-0.0268052406889835,0.0268052406889835,0.00515742644112125,0.11816078177031,1.02423296450835,-0.0268052406889835,0
0.114,0,-0.0271778770541124,0.0271778770541124,0.00527615564469205,0.119198716526539,1.03793475622925,-0.0271778770541124,0
0.115,0,-0.0275951685212635,0.0275951685212635,0.00539593120401937,0.120252621544454,1.05390501791495,-0.0275951685212635,0
0.116,0,-0.028055429408931,0.028055429408931,0.00551677019155121,0.121324686956574,1.07206541212025,-0.028055429408931,0
0.117,0,-0.0285567492797898,0.0285567492797898,0.00563869182586452,0.122417013101315,1.09232614474063,-0.0285567492797898,0
0.118,0,-0.0290970026312718,0.0290970026312718,0.00576171737633164,0.123531599523715,1.11458642239992,-0.0290970026312718,0
0.119,0,-0.0296738596571949,0.0296738596571949,0.00588587005703922,0.124670334488314,1.13873496459912,-0.0296738596571949,0
0.12,0,-0.0302847980266556,0.0302847980266556,0.00601117491049778,0.12583498505638,1.16465056806624,-0.0302847980266556,0
0.121,0,-0.0309271156213094,0.0309271156213094,0.00613765868173149,0.127027187776867,1.19220272048731,-0.0309271156213094,0
0.122,0,-0.0315979441673772,0.0315979441673772,0.00626534968338511,0.128248440037419,1.22125226055153,-0.0315979441673772,0
0.123,0,-0.0322942636942462,0.0322942636942462,0.00639427765253007,0.129500092118431,1.2516520810116,-0.0322942636942462,0
0.124,0,-0.0330129177474085,0.0330129177474085,0.00652447359989264,0.130783339989677,1.28324787124645,-0.0330129177474085,0
0.125,0,-0.0337506292797096,0.0337506292797096,0.00665596965226522,0.132099218885293,1.31587889561591,-0.0337506292797096,0
0.126,0,-0.0345040171414932,0.0345040171414932,0.00678879888889509,0.13344859768901,1.34937880371755,-0.0345040171414932,0
0.127,0,-0.0352696130872425,0.0352696130872425,0.0069229951726754,0.134832174157508,1.38357646849774,-0.0352696130872425,0
0.128,0,-0.0360438792137311,0.0360438792137311,0.0070585929769885,0.136250471005537,1.41829684802877,-0.0360438792137311,0
0.129,0,-0.0368232257425622,0.0368232257425622,0.00719562720907358,0.137703832872184,1.45336186664668,-0.0368232257425622,0
0.13,0,-0.0376040290582288,0.0376040290582288,0.00733413303080757,0.139192424183231,1.48859131104767,-0.0376040290582288,0
0.131,0,-0.0383826499115875,0.0383826499115875,0.00747414567780088,0.140716227920097,1.52380373686539,-0.0383826499115875,0
0.132,0,-0.0391554516977884,0.0391554516977884,0.00761570027771818,0.142275045301298,1.55881738120153,-0.0391554516977884,0
0.133,0,-0.0399188187173478,0.0399188187173478,0.00775883166873753,0.143868496377848,1.59345107654957,-0.0399188187173478,0
0.134,0,-0.0406691743291446,0.0406691743291446,0.0079035742190608,0.145496021539395,1.62752516154724,-0.0406691743291446,0
0.135,0,-0.041402998904648,0.041402998904648,0.00804996164838255,0.147156883923403,1.66086238400836,-0.041402998904648,0
0.136,0,-0.0421168474936992,0.0421168474936992,0.00819802685221467,0.148850172715126,1.69328879172292,-0.0421168474936992,0
0.137,0,-0.0428073671136049,0.0428073671136049,0.00834780172994967,0.150574807321703,1.72463460657693,-0.0428073671136049,0
0.138,0,-0.0434713135751897,0.0434713135751897,0.00849931701752639,0.152329542399329,1.75473507762574,-0.0434713135751897,0
0.139,0,-0.0441055677617756,0.0441055677617756,0.0086526021255392,0.15411297370819,1.78343130886113,-0.0441055677617756,0
